Title,Date,Views,Likes,Comments,Video_ID,Category,Extracted: ,LTV,CTL,Diff
Migraine Myths Busted! Truths You Didn’t Know by a Top Neurologist,2025-04-06T14:00:11Z,177,3,0,7MC40RaosI0,Education,,1.694915254,0,77
Mashallah subhan Allah tilawat Quran majeed in a beautiful voice of united state ❤️#shorts #quran,2025-04-06T06:08:24Z,1700,90,3,7IRS0B8N-G4,Education,,5.294117647,3.333333333,77
a dogs driving the 🚗,2025-04-06T04:50:21Z,481,1,0,89-xMQjP7OE,Education,,0.2079002079,0,77
The Strategy for a Fearless Life: Your Path to Confidence and Power,2025-04-05T13:00:24Z,284,12,4,LoBGq4xtNy0,Education,,4.225352113,33.33333333,78
Mashallah Telawat Quran majeed in a beautiful voice of united state ❤️#shorts #ytshorts #quran #love,2025-04-05T06:01:27Z,1705,79,0,lgIZuqTYTw8,Education,,4.633431085,0,78
A small effort for that girl🔥📈... #shorts,2025-04-05T02:45:06Z,31962,61,0,s_YEbeEY1bc,Education,,0.1908516363,0,78
A day at a fast food restaurant 🧃#englishlanguage #teachingenglish,2025-04-04T16:02:48Z,7501614,168763,180,JOv2deh6wn4,Education,,2.2496892,0.10665845,79
Daily use most important and brilliant facts daily life using a #facts #youtuber #shorts #youtube,2025-04-04T14:28:55Z,162738,276,0,r0kD9WCZ900,Education,,0.1695977584,0,79
a man and dogs 🐕🐶🐕,2025-04-04T10:36:29Z,254,0,0,qUutEyzjQls,Education,,0,#DIV/0!,79
,,,,,,,,#DIV/0!,#DIV/0!,#VALUE!
,,,,,,,,#DIV/0!,#DIV/0!,#VALUE!
A LIZ BOLADONA FOI PICADA POR UM BICHO ESTRANHO *deu ruim,2025-04-15T20:42:01Z,263974,4194,293,1aIWSstD6UU,Entertainment,,1.588792836,6.98617072,68
🥜 Found a Peanut | Good habits for Kids | Nursery Rhymes & Children Songs | CGrhymes,2025-04-15T14:08:08Z,23742,129,0,6og7_COsnoo,Entertainment,,0.5433409148,0,68
Wheels on the Bus Go Round! 🚌 + More Wheels On The Bus Songs 🎵 | CoComelon Nursery Rhymes for Kids,2025-04-15T11:01:06Z,1503948,7578,0,eDWU984jizo,Entertainment,,0.5038738041,0,68
DIY a SQUISHY 😀 Play-Doh Blippi Face! Follow the steps! #blippi #shorts,2025-04-15T07:00:23Z,20271292,147456,0,J0SN5JpA5_s,Entertainment,,0.7274129345,0,68
El juicio de @WestCOL The Juanpis Live Show,2025-04-14T22:25:35Z,2182384,44806,2818,FVRoXLNb4ZA,Entertainment,,2.053075902,6.28933625,69
I might become a GD channel now… #shorts #youtubeshorts #gaming #game #geometrydash,2025-04-14T21:30:11Z,975,2,0,WKGsU8vIFDY,Entertainment,,0.2051282051,0,69
Had to pull out the bob💁🏻‍♀️,2025-04-14T18:30:36Z,59222735,844611,2800,OEdp_ZefzHY,Entertainment,,1.426160072,0.3315135607,69
From Abandoned to Adored: A Puppy’s Journey of Hope,2025-04-14T18:30:29Z,12446,488,1,RaahQnw80cc,Entertainment,,3.920938454,0.2049180328,69
This Girl Lives in a City That Shouldn’t Exist (2) - Anime Recap,2025-04-14T13:30:35Z,782,19,0,ZQZYzmxzNFg,Entertainment,,2.429667519,0,69
혼돈의 철인 3종 경기(?)💪🏅 ✦ʚ Hearts Chase EP.4 ɞ✦,2025-04-14T11:00:34Z,463615,34461,1353,IwFb9c9h3S0,Entertainment,,7.433107212,3.926177418,69
Get ready for a gaming blastwith our community #gamingcommunity #gamersunite,2025-04-14T01:28:32Z,32972,335,1,B69mDF1kxOg,Entertainment,,1.016013587,0.2985074627,69
"Blossom Casts a Spell, Gargamel Falls in LOVE, & More Magic Potions! 🪄 | 1 Hour | Shimmer and Shine",2025-04-13T11:59:46Z,858626,1591,0,9ZXfant_u_w,Entertainment,,0.1852960427,0,70
犬のふりした人間？ #ホラー #horror,2025-04-13T01:31:34Z,1804976,19746,258,A68GEG0q_hY,Entertainment,,1.093975765,1.306593741,70
